Location,Type,Place,Duration,Hour of Day,Day of Week,Person
Door,PIR,Living,0:00:04,14,Sunday,Person B
Door,PIR,Living,0:00:03,17,Sunday,Person B
Door,PIR,Kitchen,0:00:03,17,Sunday,Person B
Door,PIR,Kitchen,0:00:02,17,Sunday,Person B
Door,PIR,Living,0:00:02,17,Sunday,Person B
Door,PIR,Living,0:00:03,17,Sunday,Person B
Seat,Pressure,Living,0:37:45,17,Sunday,Person B
Door,PIR,Living,0:00:03,18,Sunday,Person B
Door,PIR,Kitchen,0:00:02,18,Sunday,Person B
Door,PIR,Kitchen,0:00:04,18,Sunday,Person B
Door,PIR,Living,0:00:06,18,Sunday,Person B
Door,PIR,Living,0:00:02,18,Sunday,Person B
Door,PIR,Kitchen,0:00:04,18,Sunday,Person B
Door,PIR,Kitchen,0:00:07,18,Sunday,Person B
Door,PIR,Living,0:00:03,18,Sunday,Person B
Seat,Pressure,Living,0:14:50,18,Sunday,Person B
Door,PIR,Living,0:00:03,18,Sunday,Person B
Door,PIR,Living,0:00:04,18,Sunday,Person B
Seat,Pressure,Living,0:45:33,18,Sunday,Person B
Door,PIR,Living,0:00:03,19,Sunday,Person B
Door,PIR,Kitchen,0:00:07,19,Sunday,Person B
Maindoor,Magnetic,Entrance,0:00:08,19,Sunday,Person B
Maindoor,Magnetic,Entrance,0:00:07,22,Sunday,Person B
Door,PIR,Kitchen,0:00:02,22,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:06,22,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:04,22,Sunday,Person B
Door,PIR,Kitchen,0:00:02,22,Sunday,Person B
Door,PIR,Living,0:00:03,22,Sunday,Person B
Door,PIR,Living,0:00:03,22,Sunday,Person B
Door,PIR,Bedroom,0:00:09,22,Sunday,Person B
Basin,PIR,Bathroom,0:03:59,22,Sunday,Person B
Basin,PIR,Bathroom,0:02:05,22,Sunday,Person B
Door,PIR,Living,0:00:03,22,Sunday,Person B
Door,PIR,Living,0:00:03,23,Sunday,Person B
Door,PIR,Kitchen,0:00:06,23,Sunday,Person B
Door,PIR,Kitchen,0:00:04,23,Sunday,Person B
Door,PIR,Living,0:00:03,23,Sunday,Person B
Door,PIR,Living,0:00:02,23,Sunday,Person B
Basin,PIR,Bathroom,0:00:02,23,Sunday,Person B
Door,PIR,Living,0:00:03,23,Sunday,Person B
Seat,Pressure,Living,1:00:46,23,Sunday,Person B
Toilet,Flush,Bathroom,0:00:41,0,Monday,Person B
Door,PIR,Bedroom,0:00:04,0,Monday,Person B
Bed,Pressure,Bedroom,9:53:34,0,Monday,Person B
Door,PIR,Bedroom,0:00:07,10,Monday,Person B
Toilet,Flush,Bathroom,0:01:10,10,Monday,Person B
Door,PIR,Kitchen,0:00:04,10,Monday,Person B
Fridge,Magnetic,Kitchen,0:00:04,10,Monday,Person B
Fridge,Magnetic,Kitchen,0:00:04,10,Monday,Person B
Microwave,Electric,Kitchen,0:02:21,10,Monday,Person B
Fridge,Magnetic,Kitchen,0:00:18,10,Monday,Person B
Door,PIR,Kitchen,0:00:03,10,Monday,Person B
Door,PIR,Living,0:00:14,10,Monday,Person B
Door,PIR,Living,0:00:03,10,Monday,Person B
Seat,Pressure,Living,0:51:16,10,Monday,Person B
Door,PIR,Living,0:00:05,11,Monday,Person B
Basin,PIR,Bathroom,0:01:22,11,Monday,Person B
Basin,PIR,Bathroom,0:02:38,11,Monday,Person B
Shower,PIR,Bathroom,0:06:56,12,Monday,Person B
Toilet,Flush,Bathroom,0:00:54,12,Monday,Person B
Basin,PIR,Bathroom,0:00:19,12,Monday,Person B
Door,PIR,Living,0:00:03,12,Monday,Person B
Basin,PIR,Bathroom,0:03:45,12,Monday,Person B
Door,PIR,Living,0:00:03,12,Monday,Person B
Seat,Pressure,Living,1:43:25,12,Monday,Person B
Door,PIR,Living,0:00:02,14,Monday,Person B
Basin,PIR,Bathroom,0:00:23,14,Monday,Person B
Door,PIR,Living,0:00:03,14,Monday,Person B
Basin,PIR,Bathroom,0:00:01,14,Monday,Person B
Door,PIR,Bedroom,0:00:10,14,Monday,Person B
Door,PIR,Bedroom,0:00:02,14,Monday,Person B
Maindoor,Magnetic,Entrance,0:00:03,14,Monday,Person B
Maindoor,Magnetic,Entrance,0:00:04,15,Monday,Person B
Door,PIR,Living,0:00:02,15,Monday,Person B
Door,PIR,Living,0:00:03,15,Monday,Person B
Toilet,Flush,Bathroom,0:00:40,15,Monday,Person B
Door,PIR,Living,0:00:02,15,Monday,Person B
Door,PIR,Living,0:00:02,15,Monday,Person B
Door,PIR,Kitchen,0:00:04,15,Monday,Person B
Fridge,Magnetic,Kitchen,0:00:02,15,Monday,Person B
Microwave,Electric,Kitchen,0:01:54,16,Monday,Person B
Microwave,Electric,Kitchen,0:02:19,16,Monday,Person B
Fridge,Magnetic,Kitchen,0:00:02,16,Monday,Person B
Door,PIR,Kitchen,0:00:02,16,Monday,Person B
Door,PIR,Living,0:00:02,16,Monday,Person B
Seat,Pressure,Living,3:33:00,16,Monday,Person B
Door,PIR,Living,0:00:04,19,Monday,Person B
Door,PIR,Living,0:00:06,19,Monday,Person B
Seat,Pressure,Living,1:32:39,19,Monday,Person B
Door,PIR,Living,0:00:03,21,Monday,Person B
Door,PIR,Living,0:00:03,21,Monday,Person B
Door,PIR,Living,0:00:04,21,Monday,Person B
Door,PIR,Kitchen,0:00:03,21,Monday,Person B
Microwave,Electric,Kitchen,0:02:00,22,Monday,Person B
Fridge,Magnetic,Kitchen,0:00:11,22,Monday,Person B
Cupboard,Magnetic,Kitchen,0:00:06,22,Monday,Person B
Door,PIR,Kitchen,0:00:02,22,Monday,Person B
Basin,PIR,Bathroom,0:04:45,22,Monday,Person B
Door,PIR,Kitchen,0:00:19,22,Monday,Person B
Fridge,Magnetic,Kitchen,0:00:04,22,Monday,Person B
Door,PIR,Kitchen,0:00:02,22,Monday,Person B
Door,PIR,Living,0:00:08,22,Monday,Person B
Seat,Pressure,Living,1:47:26,22,Monday,Person B
Toilet,Flush,Bathroom,0:00:55,1,Tuesday,Person B
Door,PIR,Bedroom,0:00:02,1,Tuesday,Person B
Bed,Pressure,Bedroom,8:29:02,1,Tuesday,Person B
Door,PIR,Bedroom,0:00:03,9,Tuesday,Person B
Door,PIR,Living,0:00:04,10,Tuesday,Person B
Door,PIR,Living,0:00:03,10,Tuesday,Person B
Door,PIR,Kitchen,0:00:06,10,Tuesday,Person B
Fridge,Magnetic,Kitchen,0:00:05,10,Tuesday,Person B
Door,PIR,Kitchen,0:00:02,10,Tuesday,Person B
Basin,PIR,Bathroom,0:07:43,10,Tuesday,Person B
Basin,PIR,Bathroom,0:04:48,10,Tuesday,Person B
Door,PIR,Kitchen,0:00:02,11,Tuesday,Person B
Fridge,Magnetic,Kitchen,0:00:04,11,Tuesday,Person B
Door,PIR,Kitchen,0:00:02,11,Tuesday,Person B
Door,PIR,Living,0:00:02,11,Tuesday,Person B
Seat,Pressure,Living,1:36:56,11,Tuesday,Person B
Door,PIR,Living,0:00:02,12,Tuesday,Person B
Door,PIR,Kitchen,0:00:03,13,Tuesday,Person B
Fridge,Magnetic,Kitchen,0:00:16,13,Tuesday,Person B
Door,PIR,Kitchen,0:00:02,13,Tuesday,Person B
Door,PIR,Kitchen,0:00:03,13,Tuesday,Person B
Door,PIR,Living,0:00:02,13,Tuesday,Person B
Door,PIR,Living,0:00:03,13,Tuesday,Person B
Door,PIR,Living,0:00:03,14,Tuesday,Person B
Door,PIR,Living,0:00:03,14,Tuesday,Person B
Door,PIR,Kitchen,0:00:03,14,Tuesday,Person B
Cupboard,Magnetic,Kitchen,0:00:20,14,Tuesday,Person B
Door,PIR,Kitchen,0:00:03,14,Tuesday,Person B
Door,PIR,Living,0:00:03,14,Tuesday,Person B
Door,PIR,Living,0:00:03,14,Tuesday,Person B
Door,PIR,Kitchen,0:00:11,14,Tuesday,Person B
Fridge,Magnetic,Kitchen,0:00:45,14,Tuesday,Person B
Door,PIR,Kitchen,0:00:02,14,Tuesday,Person B
Door,PIR,Living,0:00:04,14,Tuesday,Person B
Door,PIR,Living,0:00:03,14,Tuesday,Person B
Door,PIR,Kitchen,0:00:04,15,Tuesday,Person B
Door,PIR,Living,0:00:04,15,Tuesday,Person B
Seat,Pressure,Living,0:28:30,15,Tuesday,Person B
Door,PIR,Living,0:00:02,15,Tuesday,Person B
Door,PIR,Kitchen,0:00:04,15,Tuesday,Person B
Toilet,Flush,Bathroom,0:01:00,15,Tuesday,Person B
Door,PIR,Living,0:00:03,15,Tuesday,Person B
Maindoor,Magnetic,Entrance,0:00:04,15,Tuesday,Person B
Maindoor,Magnetic,Entrance,0:00:07,20,Tuesday,Person B
Door,PIR,Living,0:00:03,20,Tuesday,Person B
Seat,Pressure,Living,0:01:50,20,Tuesday,Person B
Door,PIR,Living,0:00:02,20,Tuesday,Person B
Door,PIR,Living,0:00:03,20,Tuesday,Person B
Seat,Pressure,Living,1:12:16,20,Tuesday,Person B
Door,PIR,Living,0:00:03,21,Tuesday,Person B
Door,PIR,Kitchen,0:00:08,21,Tuesday,Person B
Seat,Pressure,Living,2:03:06,21,Tuesday,Person B
Door,PIR,Living,0:00:02,0,Wednesday,Person B
Basin,PIR,Bathroom,0:00:15,0,Wednesday,Person B
Door,PIR,Living,0:00:03,0,Wednesday,Person B
Door,PIR,Bedroom,0:00:02,0,Wednesday,Person B
Bed,Pressure,Bedroom,9:39:53,0,Wednesday,Person B
Door,PIR,Bedroom,0:00:02,9,Wednesday,Person B
Toilet,Flush,Bathroom,0:01:07,9,Wednesday,Person B
Door,PIR,Living,0:00:03,10,Wednesday,Person B
Door,PIR,Living,0:00:03,10,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,10,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:03,10,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:03,10,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:06,10,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,10,Wednesday,Person B
Door,PIR,Living,0:00:03,10,Wednesday,Person B
Seat,Pressure,Living,1:21:22,10,Wednesday,Person B
Door,PIR,Living,0:00:03,11,Wednesday,Person B
Basin,PIR,Bathroom,0:06:29,11,Wednesday,Person B
Basin,PIR,Bathroom,0:02:54,11,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:03,12,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:05,12,Wednesday,Person B
Door,PIR,Living,0:00:03,12,Wednesday,Person B
Seat,Pressure,Living,0:40:11,12,Wednesday,Person B
Door,PIR,Living,0:00:03,13,Wednesday,Person B
Door,PIR,Kitchen,0:00:03,14,Wednesday,Person B
Door,PIR,Living,0:00:03,14,Wednesday,Person B
Seat,Pressure,Living,0:48:40,14,Wednesday,Person B
Door,PIR,Living,0:00:04,15,Wednesday,Person B
Door,PIR,Kitchen,0:00:03,15,Wednesday,Person B
Cupboard,Magnetic,Kitchen,0:00:04,15,Wednesday,Person B
Door,PIR,Kitchen,0:00:03,15,Wednesday,Person B
Door,PIR,Living,0:00:03,15,Wednesday,Person B
Door,PIR,Living,0:00:03,15,Wednesday,Person B
Door,PIR,Living,0:00:03,15,Wednesday,Person B
Door,PIR,Living,0:00:02,15,Wednesday,Person B
Door,PIR,Kitchen,0:00:04,15,Wednesday,Person B
Door,PIR,Kitchen,0:00:03,15,Wednesday,Person B
Door,PIR,Living,0:00:03,15,Wednesday,Person B
Door,PIR,Living,0:00:03,15,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,15,Wednesday,Person B
Door,PIR,Living,0:00:03,15,Wednesday,Person B
Seat,Pressure,Living,1:50:06,15,Wednesday,Person B
Door,PIR,Living,0:00:03,17,Wednesday,Person B
Door,PIR,Kitchen,0:00:04,17,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:13,17,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,17,Wednesday,Person B
Door,PIR,Living,0:00:03,17,Wednesday,Person B
Seat,Pressure,Living,1:08:17,17,Wednesday,Person B
Door,PIR,Living,0:00:03,19,Wednesday,Person B
Door,PIR,Living,0:00:03,19,Wednesday,Person B
Seat,Pressure,Living,0:58:38,19,Wednesday,Person B
Door,PIR,Living,0:00:03,20,Wednesday,Person B
Door,PIR,Living,0:00:03,20,Wednesday,Person B
Door,PIR,Living,0:00:02,21,Wednesday,Person B
Door,PIR,Bedroom,0:00:04,21,Wednesday,Person B
Door,PIR,Living,0:00:02,21,Wednesday,Person B
Toilet,Flush,Bathroom,0:00:40,21,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:07,1,Thursday,Person B
Door,PIR,Kitchen,0:00:02,1,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:18,1,Thursday,Person B
Door,PIR,Kitchen,0:00:02,1,Thursday,Person B
Door,PIR,Bedroom,0:00:04,1,Thursday,Person B
Basin,PIR,Bathroom,0:00:19,1,Thursday,Person B
Door,PIR,Bedroom,0:00:03,1,Thursday,Person B
Bed,Pressure,Bedroom,4:27:01,1,Thursday,Person B
Door,PIR,Bedroom,0:00:03,6,Thursday,Person B
Door,PIR,Bedroom,0:00:08,6,Thursday,Person B
Bed,Pressure,Bedroom,0:40:35,9,Thursday,Person B
Door,PIR,Bedroom,0:00:03,10,Thursday,Person B
Toilet,Flush,Bathroom,0:01:09,10,Thursday,Person B
Door,PIR,Living,0:00:03,10,Thursday,Person B
Door,PIR,Living,0:00:03,10,Thursday,Person B
Door,PIR,Kitchen,0:00:03,10,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:23,10,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:29,10,Thursday,Person B
Cupboard,Magnetic,Kitchen,0:00:59,10,Thursday,Person B
Door,PIR,Kitchen,0:00:09,10,Thursday,Person B
Door,PIR,Kitchen,0:00:02,11,Thursday,Person B
Cupboard,Magnetic,Kitchen,0:00:10,11,Thursday,Person B
Door,PIR,Kitchen,0:00:03,11,Thursday,Person B
Door,PIR,Living,0:00:04,11,Thursday,Person B
Seat,Pressure,Living,0:43:53,11,Thursday,Person B
Door,PIR,Living,0:00:03,11,Thursday,Person B
Door,PIR,Kitchen,0:00:01,11,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:05,11,Thursday,Person B
Door,PIR,Kitchen,0:00:02,12,Thursday,Person B
Basin,PIR,Bathroom,0:11:00,12,Thursday,Person B
Door,PIR,Living,0:00:03,12,Thursday,Person B
Seat,Pressure,Living,0:06:26,12,Thursday,Person B
Door,PIR,Living,0:00:02,12,Thursday,Person B
Door,PIR,Living,0:00:02,12,Thursday,Person B
Door,PIR,Living,0:00:03,13,Thursday,Person B
Door,PIR,Living,0:00:05,13,Thursday,Person B
Seat,Pressure,Living,1:37:42,13,Thursday,Person B
Door,PIR,Living,0:00:02,14,Thursday,Person B
Door,PIR,Kitchen,0:00:03,14,Thursday,Person B
Door,PIR,Kitchen,0:00:02,15,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:59,15,Thursday,Person B
Door,PIR,Kitchen,0:00:03,15,Thursday,Person B
Door,PIR,Living,0:00:04,15,Thursday,Person B
Door,PIR,Living,0:00:03,15,Thursday,Person B
Door,PIR,Kitchen,0:00:02,15,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:05,15,Thursday,Person B
Door,PIR,Kitchen,0:00:02,15,Thursday,Person B
Door,PIR,Living,0:00:04,15,Thursday,Person B
Door,PIR,Living,0:00:03,16,Thursday,Person B
Door,PIR,Kitchen,0:00:24,16,Thursday,Person B
Cupboard,Magnetic,Kitchen,0:00:10,16,Thursday,Person B
Door,PIR,Kitchen,0:00:02,16,Thursday,Person B
Door,PIR,Living,0:00:04,16,Thursday,Person B
Seat,Pressure,Living,1:18:50,16,Thursday,Person B
Door,PIR,Living,0:00:02,18,Thursday,Person B
Door,PIR,Kitchen,0:00:04,18,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:13,18,Thursday,Person B
Door,PIR,Kitchen,0:00:04,18,Thursday,Person B
Door,PIR,Living,0:00:03,18,Thursday,Person B
Seat,Pressure,Living,2:00:01,18,Thursday,Person B
Door,PIR,Living,0:00:02,20,Thursday,Person B
Basin,PIR,Bathroom,0:00:55,21,Thursday,Person B
Door,PIR,Bedroom,0:00:02,0,Friday,Person B
Door,PIR,Living,0:00:04,0,Friday,Person B
Door,PIR,Living,0:00:02,0,Friday,Person B
Door,PIR,Kitchen,0:00:04,0,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:48,0,Friday,Person B
Door,PIR,Kitchen,0:00:02,0,Friday,Person B
Basin,PIR,Bathroom,0:00:38,0,Friday,Person B
Door,PIR,Living,0:00:04,0,Friday,Person B
Door,PIR,Bedroom,0:00:03,0,Friday,Person B
Door,PIR,Living,0:00:02,0,Friday,Person B
Seat,Pressure,Living,0:42:17,0,Friday,Person B
Door,PIR,Living,0:00:03,1,Friday,Person B
Basin,PIR,Bathroom,0:00:02,1,Friday,Person B
Door,PIR,Bedroom,0:00:02,1,Friday,Person B
Bed,Pressure,Bedroom,7:38:50,1,Friday,Person B
Door,PIR,Bedroom,0:00:04,9,Friday,Person B
Toilet,Flush,Bathroom,0:01:02,9,Friday,Person B
Door,PIR,Living,0:00:04,9,Friday,Person B
Door,PIR,Bedroom,0:00:02,9,Friday,Person B
Door,PIR,Kitchen,0:00:01,9,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:02,9,Friday,Person B
Door,PIR,Kitchen,0:00:03,9,Friday,Person B
Basin,PIR,Bathroom,0:05:38,10,Friday,Person B
Basin,PIR,Bathroom,0:04:20,10,Friday,Person B
Door,PIR,Bedroom,0:00:03,10,Friday,Person B
Door,PIR,Bedroom,0:00:04,10,Friday,Person B
Basin,PIR,Bathroom,0:00:02,10,Friday,Person B
Basin,PIR,Bathroom,0:00:02,10,Friday,Person B
Door,PIR,Bedroom,0:00:03,10,Friday,Person B
Maindoor,Magnetic,Entrance,0:00:05,10,Friday,Person B
Maindoor,Magnetic,Entrance,0:00:05,12,Friday,Person B
Door,PIR,Living,0:00:03,12,Friday,Person B
Door,PIR,Kitchen,0:00:02,12,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:04,12,Friday,Person B
Door,PIR,Kitchen,0:00:02,12,Friday,Person B
Door,PIR,Bedroom,0:00:08,13,Friday,Person B
Basin,PIR,Bathroom,0:00:03,13,Friday,Person B
Door,PIR,Bedroom,0:00:02,13,Friday,Person B
Door,PIR,Living,0:00:04,13,Friday,Person B
Seat,Pressure,Living,0:51:02,13,Friday,Person B
Door,PIR,Living,0:00:03,14,Friday,Person B
Door,PIR,Kitchen,0:00:03,14,Friday,Person B
Door,PIR,Kitchen,0:00:03,14,Friday,Person B
Door,PIR,Living,0:00:03,14,Friday,Person B
Door,PIR,Living,0:00:02,14,Friday,Person B
Toilet,Flush,Bathroom,0:00:52,14,Friday,Person B
Door,PIR,Living,0:00:05,14,Friday,Person B
Door,PIR,Living,0:00:04,14,Friday,Person B
Door,PIR,Kitchen,0:00:03,14,Friday,Person B
Door,PIR,Living,0:00:03,14,Friday,Person B
Seat,Pressure,Living,1:55:12,14,Friday,Person B
Door,PIR,Living,0:00:05,16,Friday,Person B
Door,PIR,Kitchen,0:00:03,16,Friday,Person B
Toilet,Flush,Bathroom,0:01:08,16,Friday,Person B
Door,PIR,Living,0:00:05,16,Friday,Person B
Door,PIR,Living,0:00:03,16,Friday,Person B
Door,PIR,Kitchen,0:00:04,16,Friday,Person B
Door,PIR,Kitchen,0:00:02,17,Friday,Person B
Door,PIR,Living,0:00:06,17,Friday,Person B
Seat,Pressure,Living,0:44:23,17,Friday,Person B
Door,PIR,Living,0:00:04,17,Friday,Person B
Door,PIR,Kitchen,0:00:02,17,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:14,17,Friday,Person B
Door,PIR,Kitchen,0:00:04,18,Friday,Person B
Door,PIR,Living,0:00:04,18,Friday,Person B
Seat,Pressure,Living,1:41:52,18,Friday,Person B
Door,PIR,Living,0:00:23,19,Friday,Person B
Maindoor,Magnetic,Entrance,0:00:04,19,Friday,Person B
Maindoor,Magnetic,Entrance,0:00:08,22,Friday,Person B
Toilet,Flush,Bathroom,0:01:00,22,Friday,Person B
Door,PIR,Living,2:07:17,22,Friday,Person B
Door,PIR,Living,0:00:02,0,Saturday,Person B
Basin,PIR,Bathroom,0:04:45,0,Saturday,Person B
Door,PIR,Bedroom,0:00:03,0,Saturday,Person B
Bed,Pressure,Bedroom,9:24:13,0,Saturday,Person B
Door,PIR,Bedroom,0:00:02,10,Saturday,Person B
Door,PIR,Living,0:00:04,10,Saturday,Person B
Door,PIR,Living,0:00:02,10,Saturday,Person B
Door,PIR,Kitchen,0:00:03,10,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:19,10,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:12,10,Saturday,Person B
Door,PIR,Kitchen,0:00:07,10,Saturday,Person B
Door,PIR,Living,0:00:04,10,Saturday,Person B
Seat,Pressure,Living,0:52:19,10,Saturday,Person B
Door,PIR,Living,0:00:02,11,Saturday,Person B
Door,PIR,Kitchen,0:00:10,11,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:06,11,Saturday,Person B
Door,PIR,Kitchen,0:00:13,11,Saturday,Person B
Door,PIR,Living,0:00:04,11,Saturday,Person B
Shower,PIR,Bathroom,0:08:21,11,Saturday,Person B
Basin,PIR,Bathroom,0:05:28,11,Saturday,Person B
Basin,PIR,Bathroom,0:00:39,11,Saturday,Person B
Basin,PIR,Bathroom,0:00:15,11,Saturday,Person B
Toilet,Flush,Bathroom,0:01:04,12,Saturday,Person B
Door,PIR,Kitchen,0:00:04,12,Saturday,Person B
Door,PIR,Kitchen,0:00:05,12,Saturday,Person B
Door,PIR,Living,0:00:04,12,Saturday,Person B
Seat,Pressure,Living,0:46:29,12,Saturday,Person B
Door,PIR,Living,0:00:03,13,Saturday,Person B
Door,PIR,Living,0:00:05,13,Saturday,Person B
Door,PIR,Living,0:00:04,13,Saturday,Person B
Door,PIR,Living,0:00:03,13,Saturday,Person B
Door,PIR,Living,0:00:03,14,Saturday,Person B
Door,PIR,Bedroom,0:00:03,14,Saturday,Person B
Door,PIR,Bedroom,0:00:03,14,Saturday,Person B
Basin,PIR,Bathroom,0:00:08,14,Saturday,Person B
Door,PIR,Living,0:00:08,14,Saturday,Person B
Maindoor,Magnetic,Entrance,0:00:20,14,Saturday,Person B
Maindoor,Magnetic,Entrance,0:00:09,15,Saturday,Person B
Door,PIR,Living,0:00:02,15,Saturday,Person B
Door,PIR,Living,0:00:02,15,Saturday,Person B
Door,PIR,Bedroom,0:00:04,15,Saturday,Person B
Door,PIR,Bedroom,0:00:05,16,Saturday,Person B
Basin,PIR,Bathroom,0:00:02,16,Saturday,Person B
Door,PIR,Living,0:00:03,16,Saturday,Person B
Door,PIR,Living,0:00:02,16,Saturday,Person B
Door,PIR,Living,0:00:03,16,Saturday,Person B
Seat,Pressure,Living,3:51:56,16,Saturday,Person B
Door,PIR,Living,0:00:03,19,Saturday,Person B
Door,PIR,Kitchen,0:00:03,19,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:04,19,Saturday,Person B
Door,PIR,Kitchen,0:00:02,19,Saturday,Person B
Door,PIR,Living,0:00:03,19,Saturday,Person B
Door,PIR,Living,0:00:05,20,Saturday,Person B
Door,PIR,Living,0:00:03,20,Saturday,Person B
Door,PIR,Kitchen,0:00:04,20,Saturday,Person B
Door,PIR,Kitchen,0:00:01,20,Saturday,Person B
Door,PIR,Living,0:00:03,20,Saturday,Person B
Door,PIR,Living,0:00:03,22,Saturday,Person B
Door,PIR,Bedroom,0:00:03,22,Saturday,Person B
Door,PIR,Bedroom,0:00:04,22,Saturday,Person B
Door,PIR,Living,0:00:05,22,Saturday,Person B
Door,PIR,Living,0:00:05,22,Saturday,Person B
Door,PIR,Kitchen,0:00:04,22,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:02,22,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:02,22,Saturday,Person B
Door,PIR,Kitchen,0:00:02,22,Saturday,Person B
Door,PIR,Living,0:00:04,22,Saturday,Person B
Door,PIR,Living,0:00:03,23,Saturday,Person B
Door,PIR,Kitchen,0:00:04,23,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:17,23,Saturday,Person B
Seat,Pressure,Living,1:18:44,23,Saturday,Person B
Door,PIR,Living,0:00:03,0,Sunday,Person B
Seat,Pressure,Living,0:58:02,0,Sunday,Person B
Door,PIR,Living,0:00:11,1,Sunday,Person B
Door,PIR,Bedroom,0:00:04,1,Sunday,Person B
Bed,Pressure,Bedroom,7:31:53,1,Sunday,Person B
Door,PIR,Bedroom,0:00:03,9,Sunday,Person B
Basin,PIR,Bathroom,0:10:20,9,Sunday,Person B
Toilet,Flush,Bathroom,0:00:33,9,Sunday,Person B
Door,PIR,Kitchen,0:00:04,10,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:07,10,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:17,10,Sunday,Person B
Door,PIR,Kitchen,0:00:02,10,Sunday,Person B
Door,PIR,Living,0:00:03,10,Sunday,Person B
Seat,Pressure,Living,0:17:12,10,Sunday,Person B
Door,PIR,Living,0:00:03,10,Sunday,Person B
Maindoor,Magnetic,Entrance,0:00:09,10,Sunday,Person B
Maindoor,Magnetic,Entrance,0:00:03,13,Sunday,Person B
Toilet,Flush,Bathroom,0:03:40,13,Sunday,Person B
Door,PIR,Bedroom,0:00:13,13,Sunday,Person B
Door,PIR,Living,0:00:03,13,Sunday,Person B
